object_id,creation_time,name,email,last_session_creation_time,opted_in_to_mailing_list,enabled_for_marketing_drip,org_id,invited_by_user_id,adopted_user,first_login,last_login,total_logins,creation_dayofweek,creation_month,creation_year,account_age_days,marketing_interaction,creation_source_ORG_INVITE,creation_source_PERSONAL_PROJECTS,creation_source_SIGNUP,creation_source_SIGNUP_GOOGLE_AUTH,creation_year_month
4958,2014-04-28 16:08:23,Nissen Christoffer,ChristofferANissen@gmail.com,0,0,0,64,5897.0,0,0,0,0.0,0,4,2014,3646,0,True,False,False,False,2014-04
4959,2013-09-16 14:18:20,Kavanaugh Hunter,HunterKavanaugh@hotmail.com,2013-09-16 14:18:20,0,0,32,9155.0,0,2013-09-16 14:18:20,2013-09-16 14:18:20,1.0,0,9,2013,3870,0,True,False,False,False,2013-09
4960,2014-05-28 19:24:47,Schroeder Alexander,AlexanderSchroeder@yahoo.com,0,0,0,106,4976.0,0,0,0,0.0,2,5,2014,3616,0,True,False,False,False,2014-05
4961,2013-02-14 04:32:54,Warner Liam,LiamWarner@jourrapide.com,2014-06-03 04:32:54,0,0,9,137.0,1,2013-02-14 04:32:54,2014-06-03 04:32:54,127.0,3,2,2013,4085,0,True,False,False,False,2013-02
4962,2012-10-17 06:11:07,Carvalho Beatriz,BeatrizPintoCarvalho@gustr.com,0,0,0,219,0.0,0,0,0,0.0,2,10,2012,4205,0,False,False,True,False,2012-10
4963,2013-04-02 14:55:40,Hancock Peter,PeterHancock@gmail.com,0,0,0,376,7753.0,0,0,0,0.0,1,4,2013,4037,0,True,False,False,False,2013-04
4964,2013-01-14 05:28:41,Lind Valdemar,ValdemarELind@gmail.com,2013-02-28 05:28:41,0,0,109,0.0,0,2013-01-14 05:28:41,2013-02-28 05:28:41,4.0,0,1,2013,4116,0,False,False,True,False,2013-01
4965,2012-12-01 23:09:05,Pereira Marisa,qpcrbesc@fsdmy.com,2014-06-04 23:09:05,1,0,186,8830.0,1,2012-12-01 23:09:05,2014-06-04 23:09:05,449.0,5,12,2012,4159,0,False,False,False,False,2012-12
4966,2014-01-31 17:14:47,Friedman Anja,AnjaFriedman@yahoo.com,2014-05-19 17:14:47,0,0,264,3918.0,1,2014-02-03 17:14:47,2014-05-19 17:14:47,13.0,4,1,2014,3733,0,True,False,False,False,2014-01
4967,2013-09-22 21:13:58,Moore Carol,CarolGMoore@gmail.com,2013-09-22 21:13:58,1,1,47,0.0,0,2013-09-22 21:13:58,2013-09-22 21:13:58,1.0,6,9,2013,3864,1,False,False,True,False,2013-09
4968,2013-11-11 21:55:29,Payne Louise,LouisePayne@yahoo.com,2013-11-11 21:55:29,0,0,145,0.0,0,2013-11-11 21:55:29,2013-11-11 21:55:29,1.0,0,11,2013,3814,0,False,False,True,False,2013-11
4969,2014-02-28 04:08:48,Schreiner Jana,JanaSchreiner@hotmail.com,2014-05-21 04:08:48,0,0,246,7589.0,1,2014-02-28 04:08:48,2014-05-21 04:08:48,16.0,4,2,2014,3706,0,True,False,False,False,2014-02
4970,2013-03-08 04:37:36,Morton Bethany,BethanyMorton@gustr.com,2013-03-14 04:37:36,1,1,337,6686.0,0,2013-03-14 04:37:36,2013-03-14 04:37:36,1.0,4,3,2013,4063,1,True,False,False,False,2013-03
4971,2013-08-14 23:13:44,Downes William,WilliamDownes@gmail.com,0,1,0,35,0.0,0,0,0,0.0,2,8,2013,3903,0,False,True,False,False,2013-08
4972,2013-09-03 17:21:55,Adams Erin,ErinAdams@hotmail.com,2013-09-04 17:21:55,0,0,226,6434.0,0,2013-09-04 17:21:55,2013-09-04 17:21:55,1.0,1,9,2013,3883,0,False,False,False,False,2013-09
4973,2013-06-29 19:34:08,Clausen Christina,ChristinaDClausen@yahoo.com,2013-07-01 19:34:08,0,0,289,445.0,0,2013-07-01 19:34:08,2013-07-01 19:34:08,1.0,5,6,2013,3949,0,False,False,False,False,2013-06
4974,2012-09-29 23:21:26,Lind Morten,MortenALind@jourrapide.com,2013-04-03 23:21:26,0,0,199,0.0,1,2012-09-29 23:21:26,2013-04-03 23:21:26,32.0,5,9,2012,4222,0,False,False,True,False,2012-09
4975,2013-08-14 14:06:32,Correia André,AndreRodriguesCorreia@gmail.com,2013-08-14 14:06:32,0,0,38,0.0,0,2013-08-14 14:06:32,2013-08-14 14:06:32,1.0,2,8,2013,3903,0,False,False,False,True,2013-08
4976,2012-06-22 06:28:51,Henson George,GeorgeDHenson@yahoo.com,2012-06-23 06:28:51,0,0,106,9420.0,0,2012-06-23 06:28:51,2012-06-23 06:28:51,1.0,4,6,2012,4322,0,True,False,False,False,2012-06
4977,2014-03-21 05:25:14,Jepsen Simone,SimoneMJepsen@gmail.com,0,0,0,7,3992.0,0,0,0,0.0,4,3,2014,3685,0,True,False,False,False,2014-03
4978,2012-09-13 06:51:50,Austerlitz Brigitte,BrigitteAusterlitz@gmail.com,0,0,0,169,11447.0,0,0,0,0.0,3,9,2012,4239,0,True,False,False,False,2012-09
4979,2012-11-16 07:30:50,Thygesen Maja,MajaAThygesen@hotmail.com,2012-11-18 07:30:50,0,0,357,6653.0,0,2012-11-18 07:30:50,2012-11-18 07:30:50,1.0,4,11,2012,4175,0,True,False,False,False,2012-11
4980,2014-04-07 23:39:22,Craner Emma,EmmaDCraner@yahoo.com,2014-04-08 23:39:22,0,0,117,0.0,0,2014-04-08 23:39:22,2014-04-08 23:39:22,1.0,0,4,2014,3667,0,False,False,True,False,2014-04
4981,2013-08-03 22:17:27,Jaeger Susanne,hrlhafzj@veibh.com,2013-08-09 22:17:27,0,0,76,0.0,0,2013-08-09 22:17:27,2013-08-09 22:17:27,1.0,5,8,2013,3914,0,False,False,True,False,2013-08
4982,2013-12-12 14:28:14,Owen Lucy,LucyOwen@jourrapide.com,2013-12-13 14:28:14,0,0,28,7110.0,0,2013-12-13 14:28:14,2013-12-13 14:28:14,1.0,3,12,2013,3783,0,True,False,False,False,2013-12
4983,2013-04-30 15:19:39,Nissen William,WilliamLNissen@gustr.com,0,1,0,371,10816.0,0,0,0,0.0,1,4,2013,4009,0,True,False,False,False,2013-04
4984,2013-03-19 07:00:49,Hargreaves Charlotte,CharlotteHargreaves@gmail.com,2013-03-20 07:00:49,0,0,260,3175.0,0,2013-03-20 07:00:49,2013-03-20 07:00:49,1.0,1,3,2013,4052,0,False,False,False,False,2013-03
4985,2012-09-09 07:51:20,Jenkins Eugene,EugeneBJenkins@gmail.com,0,0,0,206,3780.0,0,0,0,0.0,6,9,2012,4243,0,True,False,False,False,2012-09
4986,2014-04-23 13:35:49,Toft Mohamed,MohamedRToft@yahoo.com,0,0,0,155,2318.0,0,0,0,0.0,2,4,2014,3651,0,False,False,False,False,2014-04
4987,2013-02-21 19:46:31,Sharp Hannah,HannahSharp@cuvox.de,0,1,0,14,0.0,0,0,0,0.0,3,2,2013,4077,0,False,True,False,False,2013-02
4988,2013-08-26 00:17:34,Sanderson Joel,JoelSanderson@jourrapide.com,2013-08-27 00:17:34,0,0,233,0.0,0,2013-08-27 00:17:34,2013-08-27 00:17:34,1.0,0,8,2013,3892,0,False,False,True,False,2013-08
4989,2014-04-08 16:00:52,Daniels Michael,MichaelVDaniels@yahoo.com,2014-05-18 16:00:52,0,0,58,4479.0,0,2014-04-09 16:00:52,2014-05-18 16:00:52,5.0,1,4,2014,3666,0,False,False,False,False,2014-04
4990,2013-04-26 11:59:12,Korff Caitlyn,CaitlynKorff@yahoo.com,0,0,0,306,3593.0,0,0,0,0.0,4,4,2013,4014,0,True,False,False,False,2013-04
4991,2014-05-12 04:54:14,Cunha Letícia,LeticiaBarbosaCunha@gustr.com,2014-05-13 04:54:14,1,0,21,0.0,0,2014-05-13 04:54:14,2014-05-13 04:54:14,1.0,0,5,2014,3633,0,False,True,False,False,2014-05
4992,2013-05-16 18:26:01,Russell Dylan,DylanRussell@cuvox.de,2014-03-17 18:26:01,0,0,139,3514.0,1,2013-05-17 18:26:01,2014-03-17 18:26:01,66.0,3,5,2013,3993,0,True,False,False,False,2013-05
4993,2013-10-17 08:16:23,Horton Hollie,HollieHorton@hotmail.com,0,1,0,287,2544.0,0,0,0,0.0,3,10,2013,3840,0,True,False,False,False,2013-10
4994,2014-05-05 00:32:04,Leary Brayden,BraydenLeary@yahoo.com,0,0,0,190,0.0,0,0,0,0.0,0,5,2014,3640,0,False,False,True,False,2014-05
4995,2013-07-17 17:42:14,Shakespeare Sara,hpbnnyfd@aspsy.com,0,0,0,277,0.0,0,0,0,0.0,2,7,2013,3931,0,False,True,False,False,2013-07
4996,2013-09-11 08:29:50,Schulze Diana,mqroruxd@xhqhl.com,2013-09-16 08:29:50,0,0,109,0.0,0,2013-09-16 08:29:50,2013-09-16 08:29:50,1.0,2,9,2013,3876,0,False,False,True,False,2013-09
4997,2014-04-17 05:10:47,Newcomb Adam,AdamNewcomb@jourrapide.com,2014-04-20 05:10:47,0,1,211,3756.0,0,2014-04-20 05:10:47,2014-04-20 05:10:47,1.0,3,4,2014,3658,0,True,False,False,False,2014-04
4998,2013-05-25 21:17:18,Reiniger Kristian,KristianReiniger@yahoo.com,2013-05-25 21:17:18,0,0,201,0.0,0,2013-05-25 21:17:18,2013-05-25 21:17:18,1.0,5,5,2013,3984,0,False,False,True,False,2013-05
4999,2014-04-17 19:37:35,Day Leah,LeahDay@jourrapide.com,2014-04-18 19:37:35,0,0,35,594.0,0,2014-04-18 19:37:35,2014-04-18 19:37:35,1.0,3,4,2014,3657,0,False,False,False,False,2014-04
5000,2012-08-06 20:16:59,Hertz Stephan,StephanHertz@cuvox.de,2012-08-06 20:16:59,0,0,229,0.0,0,2012-08-06 20:16:59,2012-08-06 20:16:59,1.0,0,8,2012,4276,0,False,False,True,False,2012-08
5001,2014-05-30 12:33:04,Lind Jeppe,JeppeRLind@yahoo.com,0,0,0,162,0.0,0,0,0,0.0,4,5,2014,3615,0,False,False,True,False,2014-05
5002,2014-05-06 17:51:27,Bartlett Joe,krgdxedd@fsbxo.com,2014-05-06 17:51:27,0,0,10,3901.0,0,2014-05-06 17:51:27,2014-05-06 17:51:27,1.0,1,5,2014,3638,0,False,False,False,False,2014-05
5003,2013-02-13 01:29:12,Abend Manuela,ManuelaAbend@jourrapide.com,2013-02-13 01:29:12,1,1,72,8246.0,0,2013-02-13 01:29:12,2013-02-13 01:29:12,1.0,2,2,2013,4086,1,True,False,False,False,2013-02
5004,2013-12-12 13:44:34,Warner Lee,LeeEWarner@jourrapide.com,2013-12-12 13:44:34,0,0,14,3077.0,0,2013-12-12 13:44:34,2013-12-12 13:44:34,1.0,3,12,2013,3783,0,False,False,False,False,2013-12
5005,2013-05-15 15:42:02,Van Raalte Lincoln,LincolnVanRaalte@gmail.com,2013-05-16 15:42:02,0,0,53,0.0,0,2013-05-16 15:42:02,2013-05-16 15:42:02,1.0,2,5,2013,3994,0,False,False,False,True,2013-05
5006,2013-10-27 13:40:04,Cavalcanti Julia,JuliaSantosCavalcanti@gustr.com,2013-10-29 13:40:04,1,0,31,0.0,0,2013-10-29 13:40:04,2013-10-29 13:40:04,1.0,6,10,2013,3829,0,False,False,True,False,2013-10
5007,2014-04-26 19:39:33,McCabe Sara,SaraMcCabe@gmail.com,2014-04-27 19:39:33,0,0,332,0.0,0,2014-04-27 19:39:33,2014-04-27 19:39:33,1.0,5,4,2014,3648,0,False,True,False,False,2014-04
5008,2012-09-27 04:47:34,Donnithorne Jett,JettDonnithorne@cuvox.de,0,0,0,377,0.0,0,0,0,0.0,3,9,2012,4225,0,False,True,False,False,2012-09
5009,2013-11-19 13:47:35,Zimmerman Ulrich,UlrichZimmerman@cuvox.de,2013-11-22 13:47:35,0,0,26,0.0,0,2013-11-22 13:47:35,2013-11-22 13:47:35,1.0,1,11,2013,3806,0,False,False,True,False,2013-11
5010,2013-11-13 00:34:31,Alves Pedro,PedroGomesAlves@gmail.com,2013-11-13 00:34:31,1,0,8,8167.0,0,2013-11-13 00:34:31,2013-11-13 00:34:31,1.0,2,11,2013,3813,0,True,False,False,False,2013-11
5011,2014-03-28 17:20:35,Østergaard Mathilde,MathildeCstergaard@gmail.com,2014-04-02 17:20:35,1,0,370,11482.0,0,2014-04-02 17:20:35,2014-04-02 17:20:35,1.0,4,3,2014,3677,0,True,False,False,False,2014-03
5012,2013-08-25 22:28:44,Rodrigues Ryan,RyanCarvalhoRodrigues@yahoo.com,0,1,0,396,11814.0,0,0,0,0.0,6,8,2013,3892,0,False,False,False,False,2013-08
5013,2012-08-29 17:55:34,Lemann Martina,MartinaLemann@jourrapide.com,2014-06-01 17:55:34,0,0,59,1814.0,1,2012-08-29 17:55:34,2014-06-01 17:55:34,272.0,2,8,2012,4253,0,False,False,False,False,2012-08
5014,2014-03-28 03:43:12,Jorgenson Evie,EvieJorgenson@hotmail.com,0,0,0,82,0.0,0,0,0,0.0,4,3,2014,3678,0,False,True,False,False,2014-03
5015,2013-08-07 04:06:28,Miles Ewan,EwanMiles@cuvox.de,2014-06-04 04:06:28,1,0,378,7735.0,1,2013-08-07 04:06:28,2014-06-04 04:06:28,106.0,2,8,2013,3911,0,True,False,False,False,2013-08
5016,2014-02-13 01:03:33,Jepsen Julius,JuliusLJepsen@yahoo.com,2014-02-15 01:03:33,0,0,259,11835.0,0,2014-02-15 01:03:33,2014-02-15 01:03:33,1.0,3,2,2014,3721,0,True,False,False,False,2014-02
5017,2013-01-18 02:12:58,Walter Maximilian,MaximilianWalter@gmail.com,2013-01-19 02:12:58,1,1,402,0.0,0,2013-01-19 02:12:58,2013-01-19 02:12:58,1.0,4,1,2013,4112,1,False,False,False,True,2013-01
5018,2014-05-12 15:49:49,Schultz Philip,PhilipNSchultz@gmail.com,2014-05-13 15:49:49,0,0,201,0.0,0,2014-05-13 15:49:49,2014-05-13 15:49:49,1.0,0,5,2014,3632,0,False,False,False,True,2014-05
5019,2012-11-15 11:12:47,Barbosa Gabrielle,GabrielleGomesBarbosa@gmail.com,2012-11-15 11:12:47,0,0,4,3789.0,0,2012-11-15 11:12:47,2012-11-15 11:12:47,1.0,3,11,2012,4176,0,True,False,False,False,2012-11
5020,2013-06-29 04:28:23,Wiggins Kristi,KristiBWiggins@yahoo.com,2013-06-30 04:28:23,1,1,154,870.0,0,2013-06-30 04:28:23,2013-06-30 04:28:23,1.0,5,6,2013,3950,1,False,False,False,False,2013-06
5021,2013-06-25 02:46:35,Gomes Fernanda,FernandaGoncalvesGomes@gustr.com,2013-06-25 02:46:35,0,0,6,0.0,0,2013-06-25 02:46:35,2013-06-25 02:46:35,1.0,1,6,2013,3954,0,False,False,True,False,2013-06
5022,2012-07-30 21:50:54,Waggoner Norman,NormanTWaggoner@jourrapide.com,2012-07-30 21:50:54,0,0,107,69.0,0,2012-07-30 21:50:54,2012-07-30 21:50:54,1.0,0,7,2012,4283,0,True,False,False,False,2012-07
5023,2012-12-21 16:18:26,Henry Hans,HansVHenry@yahoo.com,2012-12-21 16:18:26,0,0,320,2771.0,0,2012-12-21 16:18:26,2012-12-21 16:18:26,1.0,4,12,2012,4139,0,True,False,False,False,2012-12
5024,2013-06-28 07:52:23,Garrett Kiara,KiaraGarrett@yahoo.com,2013-06-28 07:52:23,0,0,181,5369.0,0,2013-06-28 07:52:23,2013-06-28 07:52:23,1.0,4,6,2013,3951,0,True,False,False,False,2013-06
5025,2014-02-08 17:31:05,Lima Cauã,CauaAzevedoLima@gmail.com,2014-02-09 17:31:05,1,0,25,9175.0,0,2014-02-09 17:31:05,2014-02-09 17:31:05,1.0,5,2,2014,3725,0,True,False,False,False,2014-02
5026,2014-05-20 08:07:53,Smith Thelma,ThelmaDSmith@hotmail.com,2014-05-24 08:07:53,1,0,29,11978.0,0,2014-05-24 08:07:53,2014-05-24 08:07:53,1.0,1,5,2014,3625,0,False,False,False,False,2014-05
5027,2014-02-13 13:21:07,Cardoso Samuel,SamuelRodriguesCardoso@hotmail.com,2014-06-04 13:21:07,0,0,334,3318.0,1,2014-02-13 13:21:07,2014-06-04 13:21:07,17.0,3,2,2014,3720,0,True,False,False,False,2014-02
5028,2012-10-10 22:26:35,Schou Emil,EmilCSchou@yahoo.com,2012-10-10 22:26:35,0,0,53,8522.0,0,2012-10-10 22:26:35,2012-10-10 22:26:35,1.0,2,10,2012,4211,0,False,False,False,False,2012-10
5029,2013-09-21 08:16:33,Lawrenson Victoria,VictoriaLawrenson@gmail.com,2013-10-14 08:16:33,0,0,2,0.0,0,2013-09-23 08:16:33,2013-10-14 08:16:33,2.0,5,9,2013,3866,0,False,False,False,True,2013-09
5030,2012-12-08 23:37:46,Sousa Raissa,RaissaMartinsSousa@gmail.com,2012-12-10 23:37:46,0,0,236,0.0,0,2012-12-10 23:37:46,2012-12-10 23:37:46,1.0,5,12,2012,4152,0,False,False,False,True,2012-12
5031,2013-07-11 16:30:35,Laursen Sofie,SofieALaursen@hotmail.com,0,1,0,61,2911.0,0,0,0,0.0,3,7,2013,3937,0,False,False,False,False,2013-07
5032,2014-01-18 02:53:57,Mikkelsen Freja,FrejaGMikkelsen@gmail.com,2014-01-20 02:53:57,0,0,2,2562.0,0,2014-01-20 02:53:57,2014-01-20 02:53:57,1.0,5,1,2014,3747,0,True,False,False,False,2014-01
5033,2014-02-22 00:53:52,Elledge Celina,boofkhgk@hdtlb.com,2014-02-25 00:53:52,0,0,274,0.0,0,2014-02-25 00:53:52,2014-02-25 00:53:52,1.0,5,2,2014,3712,0,False,False,True,False,2014-02
5034,2013-12-13 23:51:21,Rasmussen Martin,MartinBRasmussen@jourrapide.com,2013-12-15 23:51:21,1,1,37,643.0,0,2013-12-15 23:51:21,2013-12-15 23:51:21,1.0,4,12,2013,3782,1,True,False,False,False,2013-12
5035,2013-07-24 17:47:43,Castro Nicolas,NicolasLimaCastro@gmail.com,2013-08-01 17:47:43,0,0,55,0.0,0,2013-07-24 17:47:43,2013-08-01 17:47:43,2.0,2,7,2013,3924,0,False,True,False,False,2013-07
5036,2013-09-23 17:57:46,Bach René,ReneBach@gmail.com,2013-09-23 17:57:46,0,0,22,3212.0,0,2013-09-23 17:57:46,2013-09-23 17:57:46,1.0,0,9,2013,3863,0,True,False,False,False,2013-09
5037,2014-04-07 23:44:14,Norris Ellis,EllisNorris@yahoo.com,0,1,1,24,11085.0,0,0,0,0.0,0,4,2014,3667,1,True,False,False,False,2014-04
5038,2014-03-12 12:09:19,Ahern Isabelle,IsabelleAhern@jourrapide.com,2014-03-17 12:09:19,0,0,31,8162.0,0,2014-03-17 12:09:19,2014-03-17 12:09:19,1.0,2,3,2014,3694,0,True,False,False,False,2014-03
5039,2013-07-13 03:47:20,Achen Marco,MarcoAchen@yahoo.com,2013-07-15 03:47:20,0,0,104,0.0,0,2013-07-15 03:47:20,2013-07-15 03:47:20,1.0,5,7,2013,3936,0,False,False,True,False,2013-07
5040,2012-06-30 14:11:15,Smith Irene,IreneESmith@cuvox.de,2012-06-30 14:11:15,0,0,108,11300.0,0,2012-06-30 14:11:15,2012-06-30 14:11:15,1.0,5,6,2012,4313,0,True,False,False,False,2012-06
5041,2013-01-15 02:32:45,Correia Fábio,FabioCardosoCorreia@yahoo.com,2013-01-15 02:32:45,0,1,1,5836.0,0,2013-01-15 02:32:45,2013-01-15 02:32:45,1.0,1,1,2013,4115,0,True,False,False,False,2013-01
5042,2013-11-27 08:16:11,Rose Isabel,IsabelRose@gustr.com,0,0,0,47,0.0,0,0,0,0.0,2,11,2013,3799,0,False,True,False,False,2013-11
5043,2013-07-19 17:43:30,Summers Billy,BillySummers@yahoo.com,0,1,1,47,0.0,0,0,0,0.0,4,7,2013,3929,1,False,True,False,False,2013-07
5044,2013-03-28 11:50:29,Nettleton Amelie,AmelieNettleton@hotmail.com,2013-03-29 11:50:29,0,0,202,7794.0,0,2013-03-29 11:50:29,2013-03-29 11:50:29,1.0,3,3,2013,4043,0,True,False,False,False,2013-03
5045,2014-02-19 12:35:20,Chanter Samuel,trcmbtsj@oswjb.com,2014-02-19 12:35:20,1,0,0,4871.0,0,2014-02-19 12:35:20,2014-02-19 12:35:20,1.0,2,2,2014,3715,0,True,False,False,False,2014-02
5046,2012-10-24 20:36:46,Bendrodt Dylan,DylanBendrodt@hotmail.com,2012-11-19 20:36:46,0,0,388,5046.0,0,2012-10-24 20:36:46,2012-11-19 20:36:46,2.0,2,10,2012,4197,0,True,False,False,False,2012-10
5047,2012-07-12 17:50:57,Fuhrmann René,ReneFuhrmann@yahoo.com,2012-07-13 17:50:57,1,0,393,0.0,0,2012-07-13 17:50:57,2012-07-13 17:50:57,1.0,3,7,2012,4301,0,False,False,True,False,2012-07
5048,2013-12-31 09:16:36,Harvey Jay,esdjmicn@jikax.com,2014-01-20 09:16:36,0,1,4,10837.0,0,2013-12-31 09:16:36,2014-01-20 09:16:36,4.0,1,12,2013,3765,0,False,False,False,False,2013-12
5049,2013-07-09 18:12:24,Maurer Tom,TomMaurer@gmail.com,2013-07-09 18:12:24,0,0,137,2507.0,0,2013-07-09 18:12:24,2013-07-09 18:12:24,1.0,1,7,2013,3939,0,False,False,False,False,2013-07
5050,2014-04-20 07:16:47,Fruehauf Florian,FlorianFruehauf@yahoo.com,0,0,0,320,0.0,0,0,0,0.0,6,4,2014,3655,0,False,False,True,False,2014-04
5051,2013-01-25 08:36:39,Hunt Naomi,NaomiHunt@yahoo.com,0,0,0,23,6645.0,0,0,0,0.0,4,1,2013,4105,0,True,False,False,False,2013-01
5052,2012-09-19 09:20:17,Yagan Audrey,AudreyYagan@hotmail.com,0,0,0,317,0.0,0,0,0,0.0,2,9,2012,4233,0,False,True,False,False,2012-09
5053,2013-12-20 00:07:10,Salvador Nancy,NancySSalvador@gustr.com,2013-12-20 00:07:10,1,1,69,0.0,0,2013-12-20 00:07:10,2013-12-20 00:07:10,1.0,4,12,2013,3776,1,False,False,True,False,2013-12
5054,2013-10-06 02:34:26,Lee Kieran,KieranLee@hotmail.com,2013-10-06 02:34:26,0,0,239,0.0,0,2013-10-06 02:34:26,2013-10-06 02:34:26,1.0,6,10,2013,3851,0,False,False,True,False,2013-10
5055,2012-09-24 08:47:46,Gill Sophia,SophiaGill@jourrapide.com,2012-09-24 08:47:46,0,0,61,50.0,0,2012-09-24 08:47:46,2012-09-24 08:47:46,1.0,0,9,2012,4228,0,True,False,False,False,2012-09
5056,2014-05-22 20:23:26,Sousa Kauan,KauanPintoSousa@yahoo.com,2014-05-22 20:23:26,0,0,90,11712.0,0,2014-05-22 20:23:26,2014-05-22 20:23:26,1.0,3,5,2014,3622,0,True,False,False,False,2014-05
5057,2012-08-01 10:05:06,Wilkie Alannah,AlannahWilkie@yahoo.com,2014-06-02 10:05:06,1,1,127,8513.0,1,2012-08-01 10:05:06,2014-06-02 10:05:06,386.0,2,8,2012,4282,1,True,False,False,False,2012-08
5058,2013-04-03 09:12:40,Lanier Joan,JoanGLanier@cuvox.de,2013-04-03 09:12:40,0,0,110,0.0,0,2013-04-03 09:12:40,2013-04-03 09:12:40,1.0,2,4,2013,4037,0,False,True,False,False,2013-04
5059,2013-04-10 00:59:26,Maur Stefan,StefanMaur@gmail.com,2013-04-12 00:59:26,0,0,36,0.0,0,2013-04-12 00:59:26,2013-04-12 00:59:26,1.0,2,4,2013,4030,0,False,False,False,True,2013-04
5060,2013-12-06 00:11:23,Le Grand Jackson,JacksonLeGrand@yahoo.com,2013-12-09 00:11:23,0,0,8,0.0,0,2013-12-09 00:11:23,2013-12-09 00:11:23,1.0,4,12,2013,3790,0,False,False,True,False,2013-12
5061,2014-01-14 19:41:32,Himmel Wolfgang,WolfgangHimmel@gmail.com,2014-01-14 19:41:32,1,0,214,0.0,0,2014-01-14 19:41:32,2014-01-14 19:41:32,1.0,1,1,2014,3750,0,False,False,True,False,2014-01
5062,2014-03-29 08:23:02,Williams Lawrence,LawrenceJWilliams@yahoo.com,2014-05-27 08:23:02,1,1,41,0.0,0,2014-04-02 08:23:02,2014-05-27 08:23:02,6.0,5,3,2014,3677,1,False,True,False,False,2014-03
5063,2013-05-06 03:50:41,Grunewald Karin,KarinGrunewald@gmail.com,2014-05-30 03:50:41,1,0,220,0.0,1,2013-05-06 03:50:41,2014-05-30 03:50:41,85.0,0,5,2013,4004,0,False,False,False,True,2013-05
5064,2013-09-12 23:41:21,Lund Pernille,PernilleJLund@yahoo.com,2013-09-13 23:41:21,0,0,34,6102.0,0,2013-09-13 23:41:21,2013-09-13 23:41:21,1.0,3,9,2013,3874,0,True,False,False,False,2013-09
5065,2014-05-19 22:54:15,Hodgetts Zoe,ZoeHodgetts@gustr.com,2014-05-20 22:54:15,1,1,186,8830.0,0,2014-05-20 22:54:15,2014-05-20 22:54:15,1.0,0,5,2014,3625,1,True,False,False,False,2014-05
5066,2014-05-19 17:34:44,Dickson Audrey,AudreyDickson@yahoo.com,2014-05-20 17:34:44,0,0,5,3500.0,0,2014-05-20 17:34:44,2014-05-20 17:34:44,1.0,0,5,2014,3625,0,True,False,False,False,2014-05
5067,2013-04-18 14:48:33,Iversen Michelle,MichelleJIversen@yahoo.com,2014-06-04 14:48:33,0,0,42,0.0,1,2013-04-19 14:48:33,2014-06-04 14:48:33,269.0,3,4,2013,4021,0,False,False,True,False,2013-04
5068,2013-02-08 05:45:37,Ferreira Laura,LauraAzevedoFerreira@gmail.com,2013-02-08 05:45:37,0,0,27,0.0,0,2013-02-08 05:45:37,2013-02-08 05:45:37,1.0,4,2,2013,4091,0,False,True,False,False,2013-02
5069,2013-09-22 19:52:16,Robson Charles,nuluqubv@btoph.com,2013-11-15 19:52:16,0,0,168,3943.0,0,2013-09-23 19:52:16,2013-11-15 19:52:16,6.0,6,9,2013,3864,0,False,False,False,False,2013-09
5070,2014-04-07 08:01:56,Martins Fernanda,FernandaAlvesMartins@jourrapide.com,0,0,0,21,0.0,0,0,0,0.0,0,4,2014,3668,0,False,True,False,False,2014-04
5071,2013-07-27 23:53:57,Dias Bianca,BiancaGoncalvesDias@yahoo.com,2014-06-01 23:53:57,0,0,376,0.0,1,2013-07-29 23:53:57,2014-06-01 23:53:57,233.0,5,7,2013,3921,0,False,False,True,False,2013-07
5072,2014-01-03 19:34:58,Bruun Liva,LivaMBruun@gmail.com,2014-01-03 19:34:58,0,0,409,0.0,0,2014-01-03 19:34:58,2014-01-03 19:34:58,1.0,4,1,2014,3761,0,False,False,False,True,2014-01
5073,2013-08-28 18:26:36,Simonsen Mia,MiaVSimonsen@hotmail.com,2014-06-04 18:26:36,0,0,60,2354.0,1,2013-08-29 18:26:36,2014-06-04 18:26:36,144.0,2,8,2013,3889,0,True,False,False,False,2013-08
5074,2013-12-05 17:31:55,Mohan Michael,MichaelEMohan@yahoo.com,0,0,0,84,11994.0,0,0,0,0.0,3,12,2013,3790,0,False,False,False,False,2013-12
5075,2013-02-11 21:47:46,Orner Ella,EllaVOrner@gmail.com,2013-05-27 21:47:46,0,0,0,1646.0,0,2013-02-14 21:47:46,2013-05-27 21:47:46,7.0,0,2,2013,4087,0,True,False,False,False,2013-02
5076,2013-07-06 07:17:02,Fernandes Rafael,RafaelAlmeidaFernandes@gustr.com,2013-07-07 07:17:02,0,0,29,0.0,0,2013-07-07 07:17:02,2013-07-07 07:17:02,1.0,5,7,2013,3943,0,False,True,False,False,2013-07
5077,2013-04-11 20:20:19,Schmidt Gustav,GustavKSchmidt@jourrapide.com,2013-04-13 20:20:19,1,0,313,5664.0,0,2013-04-13 20:20:19,2013-04-13 20:20:19,1.0,3,4,2013,4028,0,False,False,False,False,2013-04
5078,2012-07-23 22:58:07,Gottlieb Felix,FelixGottlieb@jourrapide.com,0,0,0,86,1037.0,0,0,0,0.0,0,7,2012,4290,0,True,False,False,False,2012-07
